"","Date","Open","High","Low","Close","Volume"
"1",2012-01-04,2211.995117,2217.52002,2168.644043,2169.389893,49200
"2",2012-01-05,2160.896973,2183.404053,2145.555908,2148.451904,58800
"3",2012-01-06,2148.146973,2164.322021,2132.625977,2163.39502,50600
"4",2012-01-09,2164.740967,2226.218018,2148.452881,2225.889893,76800
"5",2012-01-10,2221.832031,2288.62793,2218.274902,2285.743896,109600
"6",2012-01-11,2282.913086,2290.644043,2265.185059,2276.045898,84400
"7",2012-01-12,2268.739014,2295.224121,2265.256104,2275.01001,71600
"8",2012-01-13,2277.080078,2281.531982,2225.736084,2244.580078,71400
"9",2012-01-16,2230.433105,2241.259033,2206.044922,2206.193115,45800
"10",2012-01-17,2206.531006,2298.375,2196.115967,2298.375,87800
"11",2012-01-18,2298.833008,2311.579102,2257.897949,2266.384033,90000
"12",2012-01-19,2266.075928,2305.707031,2259.336914,2296.074951,72400
"13",2012-01-20,2300.5,2322.891113,2293.893066,2319.11792,70000
"14",2012-01-30,2324.49292,2324.49292,2284.291016,2285.038086,58400
"15",2012-01-31,2285.954102,2296.38501,2277.055908,2292.610107,48800
"16",2012-02-01,2288.065918,2305.863037,2263.342041,2268.080078,53600
"17",2012-02-02,2273.850098,2312.555908,2268.687012,2312.555908,63400
"18",2012-02-03,2306.656006,2336.26709,2300.981934,2330.405029,79000
"19",2012-02-06,2334.248047,2341.574951,2317.422119,2331.135986,75800
"20",2012-02-07,2319.420898,2319.708008,2278.824951,2291.9021,67400
"21",2012-02-08,2291.812012,2350.965088,2286.819092,2347.530029,87200
"22",2012-02-09,2344.224121,2363.613037,2333.935059,2349.589111,98000
"23",2012-02-10,2342.010986,2368.979004,2339.88501,2351.980957,96600
"24",2012-02-13,2332.054932,2365.339111,2325.028076,2351.854004,86200
"25",2012-02-14,2348.876953,2352.468994,2332.24707,2344.770996,73200
"26",2012-02-15,2340.455078,2374.281982,2335.101074,2366.701904,98800
"27",2012-02-16,2363.896973,2373.803955,2342.072998,2356.860107,95000
"28",2012-02-17,2366.629883,2372.511963,2344.76001,2357.180908,72000
"29",2012-02-20,2383.686035,2388.009033,2362.011963,2363.596924,89000
"30",2012-02-21,2365.487061,2382.145996,2345.052979,2381.429932,79400
"31",2012-02-22,2380.50293,2404.441895,2374.030029,2403.586914,118600
"32",2012-02-23,2401.738037,2416.803955,2396.709961,2409.553955,112600
"33",2012-02-24,2410.881104,2439.977051,2405.273926,2439.626953,135000
"34",2012-02-27,2447.406006,2478.375,2444.628906,2447.056885,158000
"35",2012-02-28,2440.914062,2458.650879,2431.827881,2451.856934,118400
"36",2012-02-29,2446.228027,2453.065918,2426.329102,2428.487061,95600
"37",2012-03-01,2418.788086,2437.874023,2418.333984,2426.11499,75000
"38",2012-03-02,2430.096924,2461.121094,2430.096924,2460.693115,103200
"39",2012-03-05,2464.849121,2469.841064,2442.11499,2445.001953,112600
"40",2012-03-06,2439.779053,2442.000977,2406.055908,2410.445068,103800
"41",2012-03-07,2391.201904,2413.695068,2388.519043,2394.793945,94800
"42",2012-03-08,2401.102051,2426.697998,2401.102051,2420.275879,96800
"43",2012-03-09,2425.88501,2440.510986,2414.966064,2439.461914,100600
"44",2012-03-12,2438.545898,2440.856934,2420.840088,2434.85791,106200
"45",2012-03-13,2432.843018,2457.219971,2428.608887,2455.793945,104600
"46",2012-03-14,2464.915039,2476.216064,2382.835938,2391.22998,179800
"47",2012-03-15,2388.062988,2403.741943,2366.023926,2373.773926,120000
"48",2012-03-16,2377.75708,2406.147949,2368.311035,2404.736084,103600
"49",2012-03-19,2401.217041,2412.335938,2383.674072,2410.184082,102200
"50",2012-03-20,2407.541992,2407.541992,2376.031006,2376.839111,98000
"51",2012-03-21,2384.708984,2396.721924,2361.221924,2378.195068,95600
"52",2012-03-22,2376.990967,2386.0979,2364.128906,2375.771973,79400
"53",2012-03-23,2369.076904,2371.261963,2342.118896,2349.539062,76800
"54",2012-03-26,2349.085938,2357.996094,2339.139893,2350.599121,55400
"55",2012-03-27,2358.544922,2363.766113,2344.303955,2347.178955,60800
"56",2012-03-28,2341.00293,2341.419922,2281.433105,2284.881104,83600
"57",2012-03-29,2276.73999,2280.958008,2242.344971,2252.159912,74200
"58",2012-03-30,2256.041992,2266.208008,2246.245117,2262.788086,62000
"59",2012-04-05,2258.031006,2303.823975,2251.393066,2302.240967,80200
"60",2012-04-06,2299.053955,2309.638916,2291.559082,2306.552002,72200
"61",2012-04-09,2300.051025,2304.649902,2284.441895,2285.7771,59800
"62",2012-04-10,2281.023926,2306.386963,2258.853027,2305.863037,67400
"63",2012-04-11,2286.716064,2319.052979,2280.034912,2308.925049,75200
"64",2012-04-12,2310.483887,2351.054932,2307.841064,2350.864014,97600
