Trddt,600000,600010,600015,600016,600018,600028,600030,600036,600048,600050,600104,600109,600111,600150,600518,600519,600585,600637,600795,600837,600887,600893,600958,600999,601006,601088,601166,601169,601186,601211,601288,601318,601328,601336,601390,601398,601601,601628,601668,601669,601688,601766,601800,601818,601857,601901,601985,601988,601989,601998
1/4/2010,9.997,2.26,6.541,4.627,4.775,8.445,17.927,13.174,6.443,6.703,16.857,11.592,6.073,35.669,4.253,114.059,14.467,6.699,2.916,16.924,4.042,12.859,-,19.997,7.6,29.616,11.405,9.341,8.06,-,-,25.044,6.401,-,5.68,3.851,22.641,27.925,4.025,-,-,4.991,-,-,11.284,-,-,3.055,4.591,6.498
1/5/2010,10.072,2.25,6.706,4.708,4.783,8.494,18.804,13.188,6.243,6.937,16.038,12.142,6.17,35.818,4.273,113.724,14.293,6.768,2.896,17.563,4.229,13.255,-,21.12,7.562,30.359,11.185,9.296,8.069,-,-,25.36,6.562,-,5.689,3.887,23.36,28.267,3.991,-,-,4.982,-,-,11.499,-,-,3.09,4.573,6.578
1/6/2010,9.874,2.255,6.461,4.615,4.733,8.311,18.586,12.913,6.237,6.787,15.781,12.039,6.101,36.307,4.2,111.925,14.326,6.699,2.876,17.38,4.165,13.572,-,20.647,7.57,30.403,11.068,9.142,8.051,-,-,24.82,6.471,-,5.644,3.844,23.072,27.395,3.956,-,-,4.947,-,-,11.342,-,-,3.055,4.627,6.393
1/7/2010,9.652,2.201,6.328,4.493,4.602,8.091,18.133,12.578,6.24,6.59,15.081,11.67,5.928,35.385,4.111,109.885,13.869,6.49,2.823,16.979,4.027,13.704,-,20.476,7.406,29.694,11.121,8.982,7.962,-,-,24.36,6.247,-,5.562,3.75,22.561,26.882,3.904,-,-,4.875,-,-,11.267,-,-,2.998,4.573,6.176
1/8/2010,9.761,2.211,6.37,4.539,4.618,8.005,18.483,12.578,6.322,6.674,14.331,11.862,5.861,35.529,4.135,108.73,13.896,6.728,2.868,17.28,4.054,13.748,-,20.901,7.399,29.314,11.123,9.042,8.016,-,-,24.216,6.282,-,5.589,3.765,22.112,26.918,3.922,-,-,4.902,-,-,11.135,-,-,3.012,4.525,6.232
1/11/2010,9.761,2.201,6.424,4.592,4.651,7.963,19.148,12.601,6.178,6.703,13.993,11.945,5.833,35.413,4.094,108.254,13.497,6.828,2.888,17.462,4.256,14.084,-,21.366,7.413,29.651,10.904,8.778,8.051,-,-,24.337,6.289,-,5.58,3.815,22.336,26.648,3.93,-,-,4.92,-,-,11.358,-,-,3.041,4.621,6.168
1/12/2010,9.813,2.231,6.61,4.615,4.882,8.14,19.239,12.698,6.269,7.078,14.481,11.867,6.043,36.679,4.2,111.18,13.74,6.878,2.932,17.481,4.41,14.382,-,21.469,7.704,29.945,10.792,8.699,8.14,-,-,24.565,6.366,-,5.662,3.844,22.552,27.089,3.956,-,-,4.938,-,-,11.822,-,-,3.076,4.771,6.184
1/13/2010,9.355,2.181,6.173,4.411,4.75,7.853,18.214,12.013,6.01,7.153,14.087,11.322,5.846,35.529,4.139,108.354,13.164,6.878,2.908,16.586,4.544,14.421,-,20.524,7.488,28.346,10.09,8.067,7.918,-,-,23.385,6.01,-,5.534,3.664,21.277,25.901,3.879,-,-,4.848,-,-,11.449,-,-,2.948,4.705,5.87
1/14/2010,9.421,2.201,6.179,4.417,4.898,7.908,18.483,12.147,6.057,7.219,14.231,11.454,5.898,36.651,4.289,113.12,13.257,7.107,2.976,16.778,4.689,14.641,-,20.894,7.629,28.51,10.09,8.062,7.971,-,-,23.691,6.066,-,5.571,3.664,21.609,26.342,3.904,-,-,4.929,-,-,11.491,-,-,2.962,4.904,5.878
1/15/2010,9.454,2.201,6.173,4.417,4.898,7.975,18.322,12.132,6.172,7.191,14.437,11.489,5.952,37.051,4.33,114.012,13.203,7.097,2.944,16.686,4.61,14.519,-,21.373,7.748,28.285,10.131,8.191,7.98,-,-,23.738,6.107,-,5.58,3.657,21.923,26.567,3.922,-,-,4.973,-,-,11.408,-,-,2.962,4.838,5.974
1/18/2010,9.549,2.201,6.131,4.428,4.94,7.902,17.709,12.035,6.281,7.228,14.25,11.391,5.896,37.605,4.403,114.758,13.236,7.256,2.96,16.248,4.841,14.484,-,21.099,7.964,28.363,10.11,8.107,7.953,-,-,23.389,6.114,-,5.553,3.657,21.672,26.099,3.904,-,-,4.973,-,-,11.358,-,-,2.962,4.826,5.95
1/19/2010,9.601,2.241,6.152,4.498,4.882,7.981,17.761,12.088,6.26,7.097,14.087,11.543,5.928,37.359,4.411,113.945,13.743,7.166,2.932,16.495,4.84,14.484,-,21.188,7.934,28.493,10.224,8.246,7.944,-,-,23.505,6.184,-,5.562,3.642,21.851,26.171,3.904,-,-,4.947,-,-,11.466,-,-,2.969,4.85,6.039
1/20/2010,9.336,2.171,5.891,4.376,4.956,7.608,16.942,11.797,6.034,6.778,13.443,11.661,5.714,36.162,4.452,111.361,13.02,6.898,2.84,16.13,4.7,13.669,-,20.408,7.555,27.326,9.873,8.012,7.74,-,-,22.752,6.031,-,5.37,3.549,20.981,25.541,3.81,-,-,4.803,-,-,11.317,-,-,2.919,4.645,5.805
1/21/2010,9.657,2.162,6.061,4.452,4.931,7.535,17.073,12.013,6.055,6.881,13.268,11.68,5.611,35.687,4.452,111.905,12.951,6.937,2.868,16.239,4.699,13.46,-,20.702,7.763,26.712,10.072,8.161,7.766,-,-,23.203,6.17,-,5.379,3.613,21.322,26.099,3.818,-,-,4.749,-,-,11.184,-,-,2.941,4.615,5.91
1/22/2010,9.86,2.117,6.248,4.539,4.799,7.455,16.735,12.4,5.881,6.834,13.53,11.175,5.347,34.84,4.488,110.16,12.606,6.699,2.88,15.765,4.623,13.02,-,20.216,7.734,26.03,10.298,8.45,7.873,-,-,23.222,6.366,-,5.571,3.657,21.429,26.171,3.801,-,-,4.65,-,-,11.201,-,-,2.962,4.567,6.111
1/25/2010,9.652,2.073,6.125,4.452,4.733,7.419,16.713,12.073,5.863,6.581,13.324,10.934,5.207,34.533,4.387,111.442,12.519,6.629,2.836,16.029,4.562,13.26,-,20.072,7.495,26.012,10.136,8.231,7.749,-,-,23.12,6.163,-,5.434,3.621,21.663,26.144,3.801,-,-,4.794,-,-,11.085,-,-,2.948,4.519,5.926
1/26/2010,9.761,2.014,6.072,4.405,4.577,7.119,16.306,11.969,5.581,6.487,13.355,10.36,5.042,33.83,4.171,111.885,12.054,6.33,2.755,15.974,4.38,12.65,-,19.668,7.428,25.407,9.908,8.246,7.58,-,-,22.604,6.177,-,5.297,3.592,20.999,25.523,3.68,-,-,4.686,-,-,10.886,-,-,2.962,4.513,6.031
